"COU","Country","VAR","Variable - Red List","YEA","Year","Value","Flag Codes","Flags"
"LVA","Latvia","UPPER","Upper Bound","2006","2006",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2007","2007",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2008","2008",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2009","2009",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2010","2010",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2011","2011",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2012","2012",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2013","2013",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2014","2014",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2015","2015",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2016","2016",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2017","2017",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2018","2018",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2019","2019",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2020","2020",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2021","2021",0.989,,
"EST","Estonia","INDEX","Red List Index","2001","2001",0.987,,
"EST","Estonia","INDEX","Red List Index","2002","2002",0.987,,
"EST","Estonia","INDEX","Red List Index","2003","2003",0.987,,
"EST","Estonia","INDEX","Red List Index","2004","2004",0.987,,
"EST","Estonia","INDEX","Red List Index","2005","2005",0.986,,
"EST","Estonia","INDEX","Red List Index","2006","2006",0.986,,
"EST","Estonia","INDEX","Red List Index","2007","2007",0.986,,
"EST","Estonia","INDEX","Red List Index","2008","2008",0.986,,
"EST","Estonia","INDEX","Red List Index","2009","2009",0.986,,
"EST","Estonia","INDEX","Red List Index","2010","2010",0.986,,
"EST","Estonia","INDEX","Red List Index","2011","2011",0.986,,
"EST","Estonia","INDEX","Red List Index","2012","2012",0.986,,
"EST","Estonia","INDEX","Red List Index","2013","2013",0.986,,
"EST","Estonia","INDEX","Red List Index","2014","2014",0.986,,
"EST","Estonia","INDEX","Red List Index","2015","2015",0.986,,
"EST","Estonia","INDEX","Red List Index","2016","2016",0.986,,
"EST","Estonia","INDEX","Red List Index","2017","2017",0.986,,
"EST","Estonia","INDEX","Red List Index","2018","2018",0.986,,
"EST","Estonia","INDEX","Red List Index","2019","2019",0.986,,
"EST","Estonia","INDEX","Red List Index","2020","2020",0.986,,
"EST","Estonia","INDEX","Red List Index","2021","2021",0.986,,
"SWE","Sweden","UPPER","Upper Bound","2001","2001",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2002","2002",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2003","2003",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2004","2004",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2005","2005",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2006","2006",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2007","2007",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2008","2008",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2009","2009",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2010","2010",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2011","2011",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2012","2012",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2013","2013",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2014","2014",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2015","2015",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2016","2016",0.993,,
"SWE","Sweden","UPPER","Upper Bound","2017","2017",0.992,,
"SWE","Sweden","UPPER","Upper Bound","2018","2018",0.992,,
"SWE","Sweden","UPPER","Upper Bound","2019","2019",0.992,,
"SWE","Sweden","UPPER","Upper Bound","2020","2020",0.992,,
"SWE","Sweden","UPPER","Upper Bound","2021","2021",0.992,,
"SVN","Slovenia","UPPER","Upper Bound","2001","2001",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2002","2002",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2003","2003",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2004","2004",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2005","2005",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2006","2006",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2007","2007",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2008","2008",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2009","2009",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2010","2010",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2011","2011",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2012","2012",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2013","2013",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2014","2014",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2015","2015",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2016","2016",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2017","2017",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2018","2018",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2019","2019",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2020","2020",0.931,,
"SVN","Slovenia","UPPER","Upper Bound","2021","2021",0.931,,
"BEL","Belgium","INDEX","Red List Index","2001","2001",0.982,,
"BEL","Belgium","INDEX","Red List Index","2002","2002",0.982,,
"BEL","Belgium","INDEX","Red List Index","2003","2003",0.982,,
"BEL","Belgium","INDEX","Red List Index","2004","2004",0.982,,
"BEL","Belgium","INDEX","Red List Index","2005","2005",0.982,,
"BEL","Belgium","INDEX","Red List Index","2006","2006",0.982,,
"BEL","Belgium","INDEX","Red List Index","2007","2007",0.982,,
"BEL","Belgium","INDEX","Red List Index","2008","2008",0.982,,
"BEL","Belgium","INDEX","Red List Index","2009","2009",0.982,,
"BEL","Belgium","INDEX","Red List Index","2010","2010",0.982,,
"BEL","Belgium","INDEX","Red List Index","2011","2011",0.983,,
"BEL","Belgium","INDEX","Red List Index","2012","2012",0.983,,
"BEL","Belgium","INDEX","Red List Index","2013","2013",0.983,,
"BEL","Belgium","INDEX","Red List Index","2014","2014",0.983,,
"BEL","Belgium","INDEX","Red List Index","2015","2015",0.983,,
"BEL","Belgium","INDEX","Red List Index","2016","2016",0.983,,
"BEL","Belgium","INDEX","Red List Index","2017","2017",0.983,,
"BEL","Belgium","INDEX","Red List Index","2018","2018",0.983,,
"BEL","Belgium","INDEX","Red List Index","2019","2019",0.983,,
"BEL","Belgium","INDEX","Red List Index","2020","2020",0.984,,
"BEL","Belgium","INDEX","Red List Index","2021","2021",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2001","2001",0.983,,
"LUX","Luxembourg","LOWER","Lower Bound","2002","2002",0.983,,
"LUX","Luxembourg","LOWER","Lower Bound","2003","2003",0.983,,
"LUX","Luxembourg","LOWER","Lower Bound","2004","2004",0.983,,
"LUX","Luxembourg","LOWER","Lower Bound","2005","2005",0.983,,
"LUX","Luxembourg","LOWER","Lower Bound","2006","2006",0.983,,
"LUX","Luxembourg","LOWER","Lower Bound","2007","2007",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2008","2008",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2009","2009",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2010","2010",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2011","2011",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2012","2012",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2013","2013",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2014","2014",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2015","2015",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2016","2016",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2017","2017",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2018","2018",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2019","2019",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2020","2020",0.984,,
"LUX","Luxembourg","LOWER","Lower Bound","2021","2021",0.984,,
"TUR","Türkiye","UPPER","Upper Bound","2001","2001",0.891,,
"TUR","Türkiye","UPPER","Upper Bound","2002","2002",0.891,,
"TUR","Türkiye","UPPER","Upper Bound","2003","2003",0.891,,
"TUR","Türkiye","UPPER","Upper Bound","2004","2004",0.89,,
"TUR","Türkiye","UPPER","Upper Bound","2005","2005",0.89,,
"TUR","Türkiye","UPPER","Upper Bound","2006","2006",0.89,,
"TUR","Türkiye","UPPER","Upper Bound","2007","2007",0.89,,
"TUR","Türkiye","UPPER","Upper Bound","2008","2008",0.89,,
"TUR","Türkiye","UPPER","Upper Bound","2009","2009",0.889,,
"TUR","Türkiye","UPPER","Upper Bound","2010","2010",0.89,,
"TUR","Türkiye","UPPER","Upper Bound","2011","2011",0.89,,
"TUR","Türkiye","UPPER","Upper Bound","2012","2012",0.89,,
"TUR","Türkiye","UPPER","Upper Bound","2013","2013",0.891,,
"TUR","Türkiye","UPPER","Upper Bound","2014","2014",0.891,,
"TUR","Türkiye","UPPER","Upper Bound","2015","2015",0.892,,
"TUR","Türkiye","UPPER","Upper Bound","2016","2016",0.893,,
"TUR","Türkiye","UPPER","Upper Bound","2017","2017",0.893,,
"TUR","Türkiye","UPPER","Upper Bound","2018","2018",0.894,,
"TUR","Türkiye","UPPER","Upper Bound","2019","2019",0.894,,
"TUR","Türkiye","UPPER","Upper Bound","2020","2020",0.894,,
"TUR","Türkiye","UPPER","Upper Bound","2021","2021",0.895,,
"ISL","Iceland","LOWER","Lower Bound","2001","2001",0.849,,
"ISL","Iceland","LOWER","Lower Bound","2002","2002",0.849,,
"ISL","Iceland","LOWER","Lower Bound","2003","2003",0.849,,
"ISL","Iceland","LOWER","Lower Bound","2004","2004",0.848,,
"ISL","Iceland","LOWER","Lower Bound","2005","2005",0.845,,
"ISL","Iceland","LOWER","Lower Bound","2006","2006",0.841,,
"ISL","Iceland","LOWER","Lower Bound","2007","2007",0.841,,
"ISL","Iceland","LOWER","Lower Bound","2008","2008",0.836,,
"ISL","Iceland","LOWER","Lower Bound","2009","2009",0.834,,
"ISL","Iceland","LOWER","Lower Bound","2010","2010",0.834,,
"ISL","Iceland","LOWER","Lower Bound","2011","2011",0.83,,
"ISL","Iceland","LOWER","Lower Bound","2012","2012",0.826,,
"ISL","Iceland","LOWER","Lower Bound","2013","2013",0.817,,
"ISL","Iceland","LOWER","Lower Bound","2014","2014",0.814,,
"ISL","Iceland","LOWER","Lower Bound","2015","2015",0.809,,
"ISL","Iceland","LOWER","Lower Bound","2016","2016",0.803,,
"ISL","Iceland","LOWER","Lower Bound","2017","2017",0.801,,
"ISL","Iceland","LOWER","Lower Bound","2018","2018",0.8,,
"ISL","Iceland","LOWER","Lower Bound","2019","2019",0.793,,
"ISL","Iceland","LOWER","Lower Bound","2020","2020",0.791,,
"ISL","Iceland","LOWER","Lower Bound","2021","2021",0.787,,
"LVA","Latvia","LOWER","Lower Bound","2001","2001",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2002","2002",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2003","2003",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2004","2004",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2005","2005",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2006","2006",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2007","2007",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2008","2008",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2009","2009",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2010","2010",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2011","2011",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2012","2012",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2013","2013",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2014","2014",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2015","2015",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2016","2016",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2017","2017",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2018","2018",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2019","2019",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2020","2020",0.989,,
"LVA","Latvia","LOWER","Lower Bound","2021","2021",0.989,,
"EST","Estonia","UPPER","Upper Bound","2001","2001",0.987,,
"EST","Estonia","UPPER","Upper Bound","2002","2002",0.987,,
"EST","Estonia","UPPER","Upper Bound","2003","2003",0.987,,
"EST","Estonia","UPPER","Upper Bound","2004","2004",0.987,,
"EST","Estonia","UPPER","Upper Bound","2005","2005",0.987,,
"EST","Estonia","UPPER","Upper Bound","2006","2006",0.987,,
"EST","Estonia","UPPER","Upper Bound","2007","2007",0.986,,
"EST","Estonia","UPPER","Upper Bound","2008","2008",0.986,,
"EST","Estonia","UPPER","Upper Bound","2009","2009",0.986,,
"EST","Estonia","UPPER","Upper Bound","2010","2010",0.986,,
"EST","Estonia","UPPER","Upper Bound","2011","2011",0.986,,
"EST","Estonia","UPPER","Upper Bound","2012","2012",0.986,,
"EST","Estonia","UPPER","Upper Bound","2013","2013",0.986,,
"EST","Estonia","UPPER","Upper Bound","2014","2014",0.986,,
"EST","Estonia","UPPER","Upper Bound","2015","2015",0.986,,
"EST","Estonia","UPPER","Upper Bound","2016","2016",0.986,,
"EST","Estonia","UPPER","Upper Bound","2017","2017",0.986,,
"EST","Estonia","UPPER","Upper Bound","2018","2018",0.986,,
"EST","Estonia","UPPER","Upper Bound","2019","2019",0.986,,
"EST","Estonia","UPPER","Upper Bound","2020","2020",0.986,,
"EST","Estonia","UPPER","Upper Bound","2021","2021",0.986,,
"SWE","Sweden","LOWER","Lower Bound","2001","2001",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2002","2002",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2003","2003",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2004","2004",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2005","2005",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2006","2006",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2007","2007",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2008","2008",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2009","2009",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2010","2010",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2011","2011",0.993,,
"SWE","Sweden","LOWER","Lower Bound","2012","2012",0.992,,
"SWE","Sweden","LOWER","Lower Bound","2013","2013",0.992,,
"SWE","Sweden","LOWER","Lower Bound","2014","2014",0.992,,
"SWE","Sweden","LOWER","Lower Bound","2015","2015",0.992,,
"SWE","Sweden","LOWER","Lower Bound","2016","2016",0.992,,
"SWE","Sweden","LOWER","Lower Bound","2017","2017",0.992,,
"SWE","Sweden","LOWER","Lower Bound","2018","2018",0.992,,
"SWE","Sweden","LOWER","Lower Bound","2019","2019",0.992,,
"SWE","Sweden","LOWER","Lower Bound","2020","2020",0.992,,
"SWE","Sweden","LOWER","Lower Bound","2021","2021",0.992,,
"CHE","Switzerland","INDEX","Red List Index","2001","2001",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2002","2002",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2003","2003",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2004","2004",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2005","2005",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2006","2006",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2007","2007",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2008","2008",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2009","2009",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2010","2010",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2011","2011",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2012","2012",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2013","2013",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2014","2014",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2015","2015",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2016","2016",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2017","2017",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2018","2018",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2019","2019",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2020","2020",0.973,,
"CHE","Switzerland","INDEX","Red List Index","2021","2021",0.973,,
"PRT","Portugal","UPPER","Upper Bound","2001","2001",0.876,,
"PRT","Portugal","UPPER","Upper Bound","2002","2002",0.875,,
"PRT","Portugal","UPPER","Upper Bound","2003","2003",0.874,,
"PRT","Portugal","UPPER","Upper Bound","2004","2004",0.874,,
"PRT","Portugal","UPPER","Upper Bound","2005","2005",0.873,,
"PRT","Portugal","UPPER","Upper Bound","2006","2006",0.872,,
"PRT","Portugal","UPPER","Upper Bound","2007","2007",0.872,,
"PRT","Portugal","UPPER","Upper Bound","2008","2008",0.874,,
"PRT","Portugal","UPPER","Upper Bound","2009","2009",0.875,,
"PRT","Portugal","UPPER","Upper Bound","2010","2010",0.876,,
"PRT","Portugal","UPPER","Upper Bound","2011","2011",0.877,,
"PRT","Portugal","UPPER","Upper Bound","2012","2012",0.878,,
"PRT","Portugal","UPPER","Upper Bound","2013","2013",0.878,,
"PRT","Portugal","UPPER","Upper Bound","2014","2014",0.878,,
"PRT","Portugal","UPPER","Upper Bound","2015","2015",0.878,,
"PRT","Portugal","UPPER","Upper Bound","2016","2016",0.878,,
"PRT","Portugal","UPPER","Upper Bound","2017","2017",0.878,,
"PRT","Portugal","UPPER","Upper Bound","2018","2018",0.878,,
"PRT","Portugal","UPPER","Upper Bound","2019","2019",0.878,,
"PRT","Portugal","UPPER","Upper Bound","2020","2020",0.878,,
"PRT","Portugal","UPPER","Upper Bound","2021","2021",0.878,,
"IRL","Ireland","INDEX","Red List Index","2001","2001",0.919,,
"IRL","Ireland","INDEX","Red List Index","2002","2002",0.918,,
"IRL","Ireland","INDEX","Red List Index","2003","2003",0.917,,
"IRL","Ireland","INDEX","Red List Index","2004","2004",0.917,,
"IRL","Ireland","INDEX","Red List Index","2005","2005",0.917,,
"IRL","Ireland","INDEX","Red List Index","2006","2006",0.917,,
"IRL","Ireland","INDEX","Red List Index","2007","2007",0.917,,
"IRL","Ireland","INDEX","Red List Index","2008","2008",0.918,,
"IRL","Ireland","INDEX","Red List Index","2009","2009",0.918,,
"IRL","Ireland","INDEX","Red List Index","2010","2010",0.919,,
"IRL","Ireland","INDEX","Red List Index","2011","2011",0.919,,
"IRL","Ireland","INDEX","Red List Index","2012","2012",0.919,,
"IRL","Ireland","INDEX","Red List Index","2013","2013",0.918,,
"IRL","Ireland","INDEX","Red List Index","2014","2014",0.917,,
"IRL","Ireland","INDEX","Red List Index","2015","2015",0.916,,
"IRL","Ireland","INDEX","Red List Index","2016","2016",0.915,,
"IRL","Ireland","INDEX","Red List Index","2017","2017",0.915,,
"IRL","Ireland","INDEX","Red List Index","2018","2018",0.915,,
"IRL","Ireland","INDEX","Red List Index","2019","2019",0.915,,
"IRL","Ireland","INDEX","Red List Index","2020","2020",0.915,,
"IRL","Ireland","INDEX","Red List Index","2021","2021",0.915,,
"FIN","Finland","LOWER","Lower Bound","2001","2001",0.991,,
"FIN","Finland","LOWER","Lower Bound","2002","2002",0.991,,
"FIN","Finland","LOWER","Lower Bound","2003","2003",0.991,,
"FIN","Finland","LOWER","Lower Bound","2004","2004",0.991,,
"FIN","Finland","LOWER","Lower Bound","2005","2005",0.991,,
"FIN","Finland","LOWER","Lower Bound","2006","2006",0.991,,
"FIN","Finland","LOWER","Lower Bound","2007","2007",0.99,,
"FIN","Finland","LOWER","Lower Bound","2008","2008",0.99,,
"FIN","Finland","LOWER","Lower Bound","2009","2009",0.99,,
"FIN","Finland","LOWER","Lower Bound","2010","2010",0.99,,
"FIN","Finland","LOWER","Lower Bound","2011","2011",0.99,,
"FIN","Finland","LOWER","Lower Bound","2012","2012",0.99,,
"FIN","Finland","LOWER","Lower Bound","2013","2013",0.99,,
"FIN","Finland","LOWER","Lower Bound","2014","2014",0.99,,
"FIN","Finland","LOWER","Lower Bound","2015","2015",0.99,,
"FIN","Finland","LOWER","Lower Bound","2016","2016",0.99,,
"FIN","Finland","LOWER","Lower Bound","2017","2017",0.99,,
"FIN","Finland","LOWER","Lower Bound","2018","2018",0.99,,
"FIN","Finland","LOWER","Lower Bound","2019","2019",0.99,,
"FIN","Finland","LOWER","Lower Bound","2020","2020",0.99,,
"FIN","Finland","LOWER","Lower Bound","2021","2021",0.99,,
"SVK","Slovak Republic","LOWER","Lower Bound","2001","2001",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2002","2002",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2003","2003",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2004","2004",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2005","2005",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2006","2006",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2007","2007",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2008","2008",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2009","2009",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2010","2010",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2011","2011",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2012","2012",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2013","2013",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2014","2014",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2015","2015",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2016","2016",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2017","2017",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2018","2018",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2019","2019",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2020","2020",0.95,,
"SVK","Slovak Republic","LOWER","Lower Bound","2021","2021",0.95,,
"HUN","Hungary","UPPER","Upper Bound","2001","2001",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2002","2002",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2003","2003",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2004","2004",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2005","2005",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2006","2006",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2007","2007",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2008","2008",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2009","2009",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2010","2010",0.864,,
"HUN","Hungary","UPPER","Upper Bound","2011","2011",0.865,,
"HUN","Hungary","UPPER","Upper Bound","2012","2012",0.865,,
"HUN","Hungary","UPPER","Upper Bound","2013","2013",0.866,,
"HUN","Hungary","UPPER","Upper Bound","2014","2014",0.866,,
"HUN","Hungary","UPPER","Upper Bound","2015","2015",0.866,,
"HUN","Hungary","UPPER","Upper Bound","2016","2016",0.866,,
"HUN","Hungary","UPPER","Upper Bound","2017","2017",0.867,,
"HUN","Hungary","UPPER","Upper Bound","2018","2018",0.867,,
"HUN","Hungary","UPPER","Upper Bound","2019","2019",0.867,,
"HUN","Hungary","UPPER","Upper Bound","2020","2020",0.868,,
"HUN","Hungary","UPPER","Upper Bound","2021","2021",0.868,,
"POL","Poland","INDEX","Red List Index","2001","2001",0.952,,
"POL","Poland","INDEX","Red List Index","2002","2002",0.953,,
"POL","Poland","INDEX","Red List Index","2003","2003",0.953,,
"POL","Poland","INDEX","Red List Index","2004","2004",0.955,,
"POL","Poland","INDEX","Red List Index","2005","2005",0.956,,
"POL","Poland","INDEX","Red List Index","2006","2006",0.957,,
"POL","Poland","INDEX","Red List Index","2007","2007",0.958,,
"POL","Poland","INDEX","Red List Index","2008","2008",0.959,,
"POL","Poland","INDEX","Red List Index","2009","2009",0.959,,
"POL","Poland","INDEX","Red List Index","2010","2010",0.961,,
"POL","Poland","INDEX","Red List Index","2011","2011",0.962,,
"POL","Poland","INDEX","Red List Index","2012","2012",0.963,,
"POL","Poland","INDEX","Red List Index","2013","2013",0.964,,
"POL","Poland","INDEX","Red List Index","2014","2014",0.965,,
"POL","Poland","INDEX","Red List Index","2015","2015",0.967,,
"POL","Poland","INDEX","Red List Index","2016","2016",0.967,,
"POL","Poland","INDEX","Red List Index","2017","2017",0.969,,
"POL","Poland","INDEX","Red List Index","2018","2018",0.97,,
"POL","Poland","INDEX","Red List Index","2019","2019",0.971,,
"POL","Poland","INDEX","Red List Index","2020","2020",0.972,,
"POL","Poland","INDEX","Red List Index","2021","2021",0.973,,
"FRA","France","INDEX","Red List Index","2001","2001",0.913,,
"FRA","France","INDEX","Red List Index","2002","2002",0.909,,
"FRA","France","INDEX","Red List Index","2003","2003",0.904,,
"FRA","France","INDEX","Red List Index","2004","2004",0.9,,
"FRA","France","INDEX","Red List Index","2005","2005",0.896,,
"FRA","France","INDEX","Red List Index","2006","2006",0.891,,
"FRA","France","INDEX","Red List Index","2007","2007",0.886,,
"FRA","France","INDEX","Red List Index","2008","2008",0.882,,
"FRA","France","INDEX","Red List Index","2009","2009",0.879,,
"FRA","France","INDEX","Red List Index","2010","2010",0.876,,
"FRA","France","INDEX","Red List Index","2011","2011",0.872,,
"FRA","France","INDEX","Red List Index","2012","2012",0.869,,
"FRA","France","INDEX","Red List Index","2013","2013",0.865,,
"FRA","France","INDEX","Red List Index","2014","2014",0.861,,
"FRA","France","INDEX","Red List Index","2015","2015",0.857,,
"FRA","France","INDEX","Red List Index","2016","2016",0.854,,
"FRA","France","INDEX","Red List Index","2017","2017",0.85,,
"FRA","France","INDEX","Red List Index","2018","2018",0.847,,
"FRA","France","INDEX","Red List Index","2019","2019",0.843,,
"FRA","France","INDEX","Red List Index","2020","2020",0.839,,
"FRA","France","INDEX","Red List Index","2021","2021",0.836,,
"CZE","Czechia","LOWER","Lower Bound","2001","2001",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2002","2002",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2003","2003",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2004","2004",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2005","2005",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2006","2006",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2007","2007",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2008","2008",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2009","2009",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2010","2010",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2011","2011",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2012","2012",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2013","2013",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2014","2014",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2015","2015",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2016","2016",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2017","2017",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2018","2018",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2019","2019",0.969,,
"CZE","Czechia","LOWER","Lower Bound","2020","2020",0.969,,
